client_id,name,address,tel,email,sex,date_birth,cluster
923,Lynn York,"351 Perez Expressway Suite 935
Port Haileyview, RI 52495",(522)608-5838,zacharywaters@example.net,F,36417,Nouveaux Clients Explorateurs
924,Mrs. Rebecca Chavez,"57025 Duncan Forges Apt. 667
Bethanyview, MD 70440",001-281-224-6321x360,lisathompson@example.net,F,30930,Clients Fidèles et Actifs
925,Jason Bridges,"849 Daniel Court Apt. 938
Mahoneymouth, ME 08698",5152165682,vrodriguez@example.org,F,36336,Nouveaux Clients Explorateurs
926,Elizabeth Nguyen,"1009 Daugherty Forest
South Joshuachester, VT 98061",+1-297-428-9450x8881,cheryltyler@example.com,M,31099,Clients Fidèles et Actifs
927,Katherine Russell,"351 Campbell Coves
Weberland, ND 47894",+1-369-533-8447x587,morakelli@example.org,M,30938,Clients Fidèles et Actifs
928,Frank Richardson,"190 Martinez Forks
Huberbury, TX 08278",688-904-6946,pricemaria@example.com,F,32627,Clients Occasionnels Réactifs
929,Ryan Smith,"5945 Michael Lights Suite 736
Lake Davidshire, MD 54039",(420)320-7324,lisa13@example.org,F,32609,Clients Occasionnels Réactifs
930,Joseph Sanders,"666 Shari Dale
Port Matthew, CO 49899",951.378.4591x16330,ryan56@example.com,F,36261,Nouveaux Clients Explorateurs
931,Robert Barrett,"49503 Fox Mission Apt. 223
Marquezfort, PR 22981",+1-485-510-9613x603,lesliemartinez@example.net,M,32772,Clients Occasionnels Réactifs
932,Andrew Allen,"USNS Wood
FPO AA 25567",+1-365-428-2789,oliviaflores@example.org,F,36548,Nouveaux Clients Explorateurs
933,Michael Davis,"516 Wilkerson Crest
Lake Alyssa, NY 92447",+1-250-845-3831x1942,kristin75@example.org,M,31047,Clients Fidèles et Actifs
934,Christopher Thompson,"6788 Becker Avenue
East Christopherville, AK 97605",7984857527,erin10@example.com,F,36530,Nouveaux Clients Explorateurs
935,Jonathan Rios,"12568 Stewart Station Suite 186
South Natasha, MP 00791",9629622324,craigjonathan@example.org,F,34414,Clients Économes Réguliers
936,Chad Hubbard,"PSC 5200, Box 9872
APO AE 61557",302.308.6053x0409,valerievaldez@example.org,M,31046,Clients Fidèles et Actifs
937,Gregory West,"682 Lester Valleys
South Andrewfort, WI 40889",001-639-465-6124x46443,uhernandez@example.net,M,31059,Clients Fidèles et Actifs
938,Veronica Bryant,"4343 Baldwin Expressway
Sarahaven, CA 75047",803.775.6512,lolson@example.com,F,32629,Clients Occasionnels Réactifs
939,Latasha Combs,"8792 Jennifer Stravenue
South Matthew, MT 19564",+1-292-884-8084x8497,jamiejohnson@example.com,M,32902,Clients Occasionnels Réactifs
940,Evan Frederick,"1950 Tammy Valleys Suite 841
Harrisonmouth, OK 56203",+1-866-263-7593,william49@example.org,F,32630,Clients Occasionnels Réactifs
941,Jesse Barnett,"59954 Jonathan Port Apt. 691
Paceberg, IA 11632",(661)750-8645x1397,williamperez@example.net,F,31044,Clients Fidèles et Actifs
942,Jack Lewis,"8274 Steven Lights
New Nicole, GU 92169",001-248-562-9107x00089,crystalalexander@example.org,F,32917,Clients Occasionnels Réactifs
943,Dana Miller,"9876 Mitchell Key Apt. 116
Pattytown, DC 14285",+1-263-244-8546,grantmichael@example.org,F,31099,Clients Fidèles et Actifs
944,Miss Catherine Hatfield,"1283 Swanson Mountain Apt. 579
East Laurenmouth, HI 92423",(953)632-7857,yrosales@example.org,M,30958,Clients Fidèles et Actifs
945,Victor Garrison Jr.,"80360 Jordan Village Suite 850
East Micheleside, PA 03689",+1-963-907-1926,pateldawn@example.com,M,30806,Clients Fidèles et Actifs
946,Michelle Carroll,"9290 Ann Drives Apt. 242
Danielsland, MD 06542",8223515977,yblack@example.org,F,31063,Clients Fidèles et Actifs
947,Louis Burton,"7002 Christopher Lakes Apt. 438
West Cindy, DE 63251",291.808.4641x42182,savannahfranklin@example.com,M,32919,Clients Occasionnels Réactifs
948,Nicole Smith,"PSC 6496, Box 6563
APO AA 72486",(334)476-1509x5804,crystalcoleman@example.org,F,36387,Nouveaux Clients Explorateurs
949,Alicia Jones,"30048 Melissa Manors Suite 727
Lake Margaretstad, NH 09645",(404)535-7478,michellereed@example.net,F,30859,Clients Fidèles et Actifs
950,Robert Mosley,"6973 Smith Parks Apt. 555
Flowersborough, NV 99592",381-956-5194x6436,alejandrorosales@example.org,M,34604,Clients Économes Réguliers
951,Christopher Dunlap,"USS Bradshaw
FPO AP 12110",526-736-8758,sarah46@example.com,F,34421,Clients Économes Réguliers
952,Denise Barber,"Unit 3434 Box 0820
DPO AA 75206",314-436-3086x688,michaelgarza@example.com,F,36414,Nouveaux Clients Explorateurs
953,Anthony Stephenson,"984 Lacey Cove
Lake Cynthia, NH 40387",(339)324-2489,wrogers@example.net,M,34650,Clients Économes Réguliers
954,Gail Mooney,"0038 Michael Village
Jessicamouth, RI 16862",(513)803-2158x65058,david29@example.org,M,36581,Nouveaux Clients Explorateurs
955,Steven Ramos,"8217 Monica Fords
Mcclainfurt, TX 18372",463.408.7698x2159,diaznorma@example.com,M,34582,Clients Économes Réguliers
956,Kathy Miller,"211 Schneider Dale
East Jamesbury, RI 49100",(690)558-2959x77779,christopher89@example.net,M,34685,Clients Économes Réguliers
957,Joseph Gomez,"47908 Gross Dale Apt. 771
Lake James, MO 34216",001-237-928-2001x2249,michaelhendricks@example.com,M,36301,Nouveaux Clients Explorateurs
958,Michelle Obrien,"USNS Williams
FPO AA 54659",+1-726-390-5411x162,michael01@example.org,M,32698,Clients Occasionnels Réactifs
959,Lauren Jones,"170 Adam Row
Sharpport, ND 46544",001-463-544-3117x376,hughesashley@example.net,F,32678,Clients Occasionnels Réactifs
960,Stephanie Baird,"9185 Allen Glens Suite 958
Kellyside, RI 66778",786-564-7110x41942,ysalazar@example.com,M,36422,Nouveaux Clients Explorateurs
961,John Garcia,"30504 Barnett Course Apt. 313
Port Nicole, LA 97886",3804501384,lindsayblair@example.org,M,34702,Clients Économes Réguliers
962,Amanda Wilson,"5321 Carlson Route Apt. 466
Jeremyshire, KY 97616",001-829-452-0833x02066,tclark@example.org,F,32727,Clients Occasionnels Réactifs
963,Melissa Smith,"87501 Padilla Terrace Suite 466
Wigginsfort, IL 33093",+1-255-260-0477,melissamoody@example.net,F,36506,Nouveaux Clients Explorateurs
964,Logan Blankenship,"145 Melissa Key Suite 015
Jamiefort, CT 60098",657.828.9468,jamie87@example.com,F,30982,Clients Fidèles et Actifs
965,Stuart Doyle,"75678 James Passage
North Jonathanshire, PA 33148",(443)517-5493x8085,oalexander@example.com,F,32761,Clients Occasionnels Réactifs
966,Carrie Johnson,"630 Brianna Bridge Apt. 169
Theresashire, PA 10914",+1-784-650-0635x825,andrewflores@example.net,M,30860,Clients Fidèles et Actifs
967,Kendra Rodriguez,"22550 King Streets Suite 409
North Sandraburgh, PR 11146",333.257.0383,douglasferguson@example.net,M,31068,Clients Fidèles et Actifs
968,Daniel Turner,"47338 Marshall Crossing Suite 164
New Victorport, MP 05857",418-765-2746x56256,taylor73@example.net,M,34559,Clients Économes Réguliers
969,Marie Thomas,"2208 Chavez Terrace
East Gregory, NJ 73983",971-543-3245x9159,tylernavarro@example.net,F,34433,Clients Économes Réguliers
970,Dennis Brown,"8436 Gloria Bridge
West Elijahton, CO 17660",322-627-3113,rsims@example.org,M,32738,Clients Occasionnels Réactifs
971,Carlos Obrien,"0762 Marquez Turnpike
West Nancyland, CA 42341",+1-959-937-9529x0707,danielsjoshua@example.org,M,31067,Clients Fidèles et Actifs
972,Michelle Evans,"PSC 3376, Box 1606
APO AE 15744",605-724-9216x774,lunajennifer@example.org,M,34475,Clients Économes Réguliers
973,Christine Hill,"PSC 5034, Box 1622
APO AA 04084",879-267-0991x8224,calvinwalker@example.org,F,32826,Clients Occasionnels Réactifs
974,Crystal Brown,"PSC 2593, Box 0324
APO AP 61773",(803)785-6776x3482,melissa43@example.org,F,36237,Nouveaux Clients Explorateurs
975,Kimberly Stevenson,"47231 Thomas Walk Apt. 670
South Mallorystad, SD 28840",887.848.6106,brownjacob@example.org,M,32586,Clients Occasionnels Réactifs
976,Carlos Dominguez,"93954 Ruth Mill Suite 116
Lake Theresaview, NJ 82551",485-345-0682x6073,wongtyler@example.org,F,32854,Clients Occasionnels Réactifs
977,Michael Huber,"5284 Matthew Squares
East Shannonburgh, IN 30185",+1-741-368-3337x369,laurierichards@example.com,F,30987,Clients Fidèles et Actifs
978,Jesse Blackburn,"67377 Berg Drive
Seanland, RI 89783",+1-777-934-4784x46815,xmcconnell@example.com,M,32698,Clients Occasionnels Réactifs
979,Chris Morton,"444 Horn Key
Grossmouth, OR 56052",+1-772-809-3914x4571,umcintyre@example.net,F,36358,Nouveaux Clients Explorateurs
980,Mark Beasley,"50057 Jack Burg
Edwardton, RI 56435",722.805.1708x1463,toniwest@example.net,F,30924,Clients Fidèles et Actifs
981,Bianca Castaneda,"2262 Holly Mountains
Alexanderton, OK 23612",279.482.5716x0770,kenneth69@example.net,M,32728,Clients Occasionnels Réactifs
982,Sarah Reynolds,"03362 Amanda Mountains
East Meghan, MH 01897",233.875.7710,dmartin@example.net,F,32650,Clients Occasionnels Réactifs
983,Madison Morgan MD,"5033 Vega Throughway Suite 015
Rebeccaland, SD 47039",8064897173,mitchell77@example.org,M,36548,Nouveaux Clients Explorateurs
984,Natasha Davis,"3135 Larsen Way Apt. 170
Bishopton, MS 07914",3626451483,xvargas@example.com,F,30818,Clients Fidèles et Actifs
985,Edwin Bernard,"2612 Park Canyon
South Robert, WV 58827",425.745.8752x0704,cgarcia@example.net,M,36347,Nouveaux Clients Explorateurs
986,Vanessa Woodard,"9173 Susan Green
Lake Ronald, NJ 99309",+1-483-591-3613,oford@example.com,F,32663,Clients Occasionnels Réactifs
987,Traci Johnson,"7707 Hanna Corner
Isabelville, KY 97245",(894)267-6319,rebeccasummers@example.org,M,30776,Clients Fidèles et Actifs
988,Elizabeth Gonzalez,"791 Joseph Extension Suite 274
New Meganchester, MA 53295",001-474-886-2802x2879,robbinsmark@example.com,M,36235,Nouveaux Clients Explorateurs
989,Monique Williams,"Unit 8792 Box 5104
DPO AA 20809",6675654596,ericcarpenter@example.com,F,32819,Clients Occasionnels Réactifs
990,Douglas Hester,"5228 Jason Mall
Williamland, MN 06180",(717)891-8638x468,johncarter@example.net,M,36423,Nouveaux Clients Explorateurs
991,Audrey Miller,"885 Ingram Course Suite 735
Emilyhaven, WY 69463",+1-914-390-5228x3394,amandaweaver@example.com,F,36356,Nouveaux Clients Explorateurs
992,Bryan Ford,"38925 Lindsay Knolls
West Timothyfort, CO 08546",219.419.3559x48348,edavies@example.org,M,30997,Clients Fidèles et Actifs
993,Dr. Rebecca Haynes,"66352 Jose Vista
Port Branditown, UT 94022",(943)382-8868x9770,flopez@example.org,F,36286,Nouveaux Clients Explorateurs
994,Pam Perry,"81239 Mcknight Ville
South Nicole, VT 44950",001-425-506-4793,valerieedwards@example.org,M,32699,Clients Occasionnels Réactifs
995,Kristina Reeves,"031 Douglas Port
Chambersfurt, VA 60137",545-628-2003x47817,ugriffin@example.com,M,30950,Clients Fidèles et Actifs
996,Francis Rogers,"762 Teresa Stravenue
New Christian, WY 81734",(457)519-4709x541,fmunoz@example.org,F,34640,Clients Économes Réguliers
997,Mr. Jacob Morris,"1824 Heather Islands
Danaport, TN 02718",+1-315-906-6402,gregochoa@example.org,M,34510,Clients Économes Réguliers
998,Darren Cochran,"3183 Stanton Unions
New Thomasstad, GA 61225",6789205580,johncole@example.net,F,36389,Nouveaux Clients Explorateurs
999,Alexander Haney,"Unit 4533 Box 5790
DPO AP 60399",8918351568,joseph79@example.org,F,32737,Clients Occasionnels Réactifs
1000,Larry Rocha,"USNV Jones
FPO AA 95809",5394200825,anndurham@example.com,F,34724,Clients Économes Réguliers
